user_id,action_date,action_name,error_message,device,type_of_purchase
341682,2022-11-17,checkout_quarterly_completepayment.click.fail,"Invalid account.",desktop,"quarterly package"
341683,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
341706,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
341793,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342005,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342059,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
342174,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342223,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342231,2022-11-24,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
342512,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342544,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342574,2022-11-21,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
342640,2022-11-17,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
342729,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342919,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
342932,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
342998,2022-11-25,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
343018,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343192,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
343196,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
343239,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343301,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
343303,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
343379,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
343473,2022-12-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343516,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
343534,2022-11-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343604,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343646,2022-11-29,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
343700,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343757,2023-01-12,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
343772,2022-12-14,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
343815,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
343832,2022-11-29,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
343888,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
343952,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
344014,2023-01-18,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
344040,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344107,2022-11-07,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344223,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
344279,2022-11-28,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
344297,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
344346,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
344384,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
344453,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344537,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344669,2022-11-19,checkout_coins_completepayment.click.fail,"firstName field is required",desktop,"single course"
344687,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
344707,2022-11-16,checkout_monthly_completepayment.click.fail,"Your card is not supported.",mobile,"monthly package"
344781,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
344801,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
344832,2022-12-04,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
344866,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344935,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
344968,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
345002,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
345164,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
345283,2022-11-24,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
345439,2023-01-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
345487,2022-11-27,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
345508,2022-11-25,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
345552,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
345771,2022-11-26,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346036,2022-11-23,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
346485,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346530,2022-12-22,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
346545,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346626,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346634,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346769,2023-01-19,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
346837,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
346914,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
347074,2022-11-04,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
347119,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
347184,2022-11-28,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
347232,2022-11-26,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
347309,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
347335,2022-12-17,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
347420,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
347473,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
347588,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
347634,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
347665,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
347711,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
347751,2022-12-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile,"annual package"
347809,2022-11-22,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile,"annual package"
347949,2022-11-22,checkout_annual_completepayment.click.fail,"month field is required",desktop,"annual package"
348043,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
348119,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
348279,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
348328,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
348454,2022-11-24,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
348522,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
348546,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
348685,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
348742,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
348946,2022-11-15,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
349027,2022-11-05,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
349077,2022-11-23,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
349090,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
349093,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
349179,2022-12-01,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
349196,2022-11-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
349213,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
349223,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
349365,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
349443,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
349491,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
349519,2022-11-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
349663,2022-11-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
349677,2022-11-22,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
349779,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
349826,2023-01-18,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
350412,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
350429,2022-11-28,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile,"annual package"
350465,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
350491,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
350508,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
350524,2022-11-29,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
350546,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
350589,2022-11-25,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
350688,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
350839,2022-11-24,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
350966,2023-01-31,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
351048,2022-11-22,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
351071,2022-11-23,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
351273,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
351307,2022-11-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
351344,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
351620,2022-11-25,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
351668,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
351701,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
351766,2022-12-06,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
351808,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
351931,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
351937,2022-11-27,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
352026,2022-11-04,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
352044,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
352158,2022-11-06,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
352216,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
352235,2022-11-19,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"monthly package"
352318,2022-11-26,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
352483,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
352521,2022-11-04,checkout_quarterly_completepayment.click.fail,"year field is required",desktop,"quarterly package"
352755,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
352781,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
352853,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
352966,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
353141,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
353151,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
353255,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
353325,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
353462,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
353491,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
353495,2022-11-12,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
353669,2023-01-09,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
353824,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
353853,2022-11-04,checkout_coins_completepayment.click.fail,"zip field is required",mobile,"single course"
353916,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
353930,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
354049,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
354070,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
354080,2022-11-04,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
354167,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
354201,2023-01-20,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
354492,2022-11-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
354667,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
354683,2023-01-31,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
354817,2022-12-02,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
354843,2022-11-26,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
355029,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
355056,2023-01-31,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
355094,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
355146,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",mobile,"single course"
355247,2022-11-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile,"annual package"
355398,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
355424,2022-11-21,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
355447,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
355637,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
355649,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
355908,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
355948,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
356116,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
356271,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
356421,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
356425,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
356507,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
356572,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
356697,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
356827,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
356985,2022-11-22,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
357116,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
357136,2023-01-22,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile,"annual package"
357139,2022-12-01,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
357465,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
357528,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
357647,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
357899,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
357903,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
357982,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
357983,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
358019,2023-01-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
358022,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
358029,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
358063,2022-11-05,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
358274,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
358961,2022-11-05,checkout_coins_completepayment.click.fail,"number field is required",mobile,"single course"
359142,2022-12-01,checkout_annual_completepayment.click.fail,"cvv field is required",mobile,"annual package"
359216,2022-11-18,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
359274,2022-12-02,checkout_annual_completepayment.click.fail,"Your card is not supported.",mobile,"annual package"
359382,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
359470,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
359503,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
359670,2022-11-22,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
359803,2022-11-21,checkout_monthly_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"monthly package"
359890,2022-11-26,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
360022,2022-11-30,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
360189,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
360242,2022-11-05,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
360436,2022-11-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
360501,2022-11-06,checkout_annual_completepayment.click.fail,"Your card has expired.",desktop,"annual package"
360626,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
360753,2022-11-28,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
360857,2022-12-08,checkout_monthly_completepayment.click.fail,"zip field is required",desktop,"monthly package"
361114,2023-01-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
361189,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
361226,2022-11-26,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
361345,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
361381,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
361520,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
362103,2022-11-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
362138,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
362278,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
362355,2023-01-06,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
362685,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
362816,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
363037,2022-12-02,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
363234,2023-01-07,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
363325,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
363448,2022-11-08,checkout_coins_completepayment.click.fail,"Your card's security code is invalid.",mobile,"single course"
363480,2022-11-21,checkout_monthly_completepayment.click.fail,"lastName field is required",mobile,"monthly package"
363569,2022-11-07,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
364061,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
364109,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364174,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364177,2022-11-05,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
364233,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364282,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364410,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364547,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364582,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364642,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
364710,2022-11-05,checkout_coins_completepayment.click.fail,"zip field is required",mobile,"single course"
364769,2022-11-07,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
364831,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
364875,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365019,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
365212,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
365239,2022-11-05,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
365314,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
365327,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365454,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365556,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365570,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365581,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365589,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365597,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
365604,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365658,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365729,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365753,2022-12-06,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
365911,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365918,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
365966,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366017,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366063,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366067,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
366131,2022-11-17,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
366178,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366232,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
366235,2022-11-03,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366272,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366293,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366383,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366576,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366684,2022-11-08,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
366698,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366703,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
366937,2022-12-01,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
366964,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
366998,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367030,2022-12-29,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
367047,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367056,2022-11-22,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
367090,2022-11-05,checkout_annual_completepayment.click.fail,"Your card's security code is incorrect.",mobile,"annual package"
367129,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367237,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367401,2023-01-18,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
367437,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
367591,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
367711,2023-01-10,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
367730,2022-11-15,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
367757,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367859,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
367918,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
368109,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
368366,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
368524,2022-12-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
368673,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
368827,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
369250,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
369266,2022-11-05,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
369632,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
369831,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
369940,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
370071,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
370072,2023-01-19,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
370256,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
370325,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
370412,2022-11-06,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",mobile,"annual package"
370448,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
